dialogue_id,query,ground_truth_response
6206, is that right ? Is there a subway station near here ?   Yes , there is one on the other side of the building .   Good.Can I walk through this building ?   I'm afraid you can't . You'll have to go out there and walk around .   I see.Thank you . 
3297,I usually get a lot of information on the computer and use E-mail to send messages to my friends .   Me too.Recently , I'm fascinated with net-chat . I've made many friends on the net.Every day I talk to them and share many interesting things with them . I really enjoy it .   Don't you think it ' s a sheer waste of both time and money ?   I'm afraid not . Every coin has two sides . I think using internet has a great deal to do with human interaction . 
3840,No dialogue,No response
8380, sir ?   Yes please . At 6.30 am .   Ok then , your room is 502 on the fifth floor . Breakfast is served between 6.30 am and 9am . Enjoy your stay .   Thank you . 
4444, but I ’ ll leave that to the experts in future .   Thank you very much for doing this interview .   My pleasure . Have you seen the movie yet ?   Yes . I have . I liked it very much . Like you , I was very impressed with Rachel ’ s performance in the movie . She ’ s going to be a star . 
6668, it's a tough choice , but I think I'll go with this one . 
4742,Rachel ? This is John Emory speaking .   Yes , Mr . Emory ?   I ’ Ve got some bad news . All the plans sent over to the McGrath Corporation have been rejected . We ’ re going to have to start from scratch .   I thought they had already agreed to everything . That ’ s going to take weeks to rework . 
7260, I guess .   Then let's call it a day , shall we ?   All right . See you later .   After a while . 
250, and children .   It's a traditional family . It may be too large to live well .   We can live well , I think . 
2801,No dialogue,No response
5950, I think you'll like the mangoes .   I've never had a mango .   It's a fruit . It has a big stone in it .   Can you eat the stone ?   No . You would break all your teeth on it .   How much are these mangoes ?   The sale price today is $ 1 each .   Can you describe their taste ?   They usually taste sweet , but they remind me of an orange .   How can I tell if they're ripe ?   Don't cut into them until you can feel that they're soft on the outside .   What country produces them ?   They come from tropical countries . 
9972, welcome to the Belt Department . Can I help you today ?   Yes . I need a belt that is kind of casual and kind of dressy .   Then , perhaps a leather belt would work . Come here . Let me show you some .   All right . Thanks a lot . 
8700, if need be ?   I need to stay in the area because of my family .   How much do you need to make per year ?   75,000 per year .   Yikes ! Thanks for your interest in this job . We ’ ll be getting back to you . 
7692, I will look around your shop some more . I need to think about it .   Alright , sir . 
9389, I'm ready .   Keep walking till ou pass the square , then turn right . Walk past two lights and turn left at the third .   Square ... turn right ... traffic lights ... And then ?   Keep walking and look for a tall building .   Tall building ... Which side is the building on ?   The right side . ICCC should be on the first floor .   Thank you very much .   You're welcome . 
10485,No dialogue,No response
3087, I'm sorry . The cancer ward said Mr . Smith passed away two days ago .   That's impossible ! I'm talking about Mister Taylor Smith .   Yes , ma'am . He died from complications of stomach cancer . I'm very sorry .   I'm really sick ! 
7700,How will you ship the order ?   Air freight is the quickest and safest way , I think .   But the freight cost will be higher and that will affect the retail price . 
415,No dialogue,No response
8035, please , 
2560, God . I just forget it .   I thought you had trouble with Clive !   No . But now he will be in bigger trouble ! What's a boyfriend for ? Forget about Valentine's Day ?   Poor guy ! It's not fair . You forgot it too .   Oh , it's Clive .   Wow ! Good timing .   Excuse me for a while.Clive asked me out to a movie ! Do you want to join us ?   Come on . Two is company .   So what ?   It's Valentine's Day . Come on . Just go . 
7830, my name is Peter . I have made a reservation for a single room from June 18th to June 21st . I'd like to make some changes . The reservation should only be to June 20th .   A single room from June 18th to 20th . Is that correct ?   Yes .   OK . Do you need a limousine service ?   That's exactly what I want . How much does it charge ?   A hundred and eighty yuan for one way . We have a counter at the airport where our representative will lead you to the car .   It sounds good . I'll take that .   Thank you , sir . We look forward to serving you . 
602, I want to take you to dinner .   Oh , that sounds great . How about 6 o ’ clock ? 
1012,Did you get any pizza ? When I got there , only small one was left . What a pity !   I got the short end of the stick . 
4457, please .   What about you , Mary ?   Coke is fine.Thank you . 
9754, and I need to know if some money has been transferred to my account yet .   Just one second , and I'll check .   Thank you . 
